character_id,name,normalized_name,gender,word_count,line_count,episode_count
2,Homer Simpson,homer simpson,m,287684,28005,564
1,Marge Simpson,marge simpson,f,134741,13220,563
8,Bart Simpson,bart simpson,m,118773,13129,562
9,Lisa Simpson,lisa simpson,f,99549,10830,562
15,C. Montgomery Burns,c montgomery burns,m,36440,3109,240
17,Moe Szyslak,moe szyslak,m,33803,2799,375
3,Seymour Skinner,seymour skinner,m,28042,2384,295
11,Ned Flanders,ned flanders,m,22812,2050,280
139,Krusty the Clown,krusty the clown,m,20876,1713,236
31,Grampa Simpson,grampa simpson,m,20100,1870,264
71,Chief Wiggum,chief wiggum,m,19958,1791,315
211,Kent Brockman,kent brockman,m,16121,892,234
25,Milhouse Van Houten,milhouse van houten,m,14843,1788,323
208,Apu Nahasapeemapetilon,apu nahasapeemapetilon,m,11433,985,196
165,Lenny Leonard,lenny leonard,m,9770,1142,319
14,Waylon Smithers,waylon smithers,m,9517,964,179
101,Nelson Muntz,nelson muntz,m,8350,1136,273
332,Dr. Julius Hibbert,dr julius hibbert,m,7749,671,207
40,Edna Krabappel-Flanders,edna krabappel-flanders,f,7659,760,129
170,Carl Carlson,carl carlson,m,7097,848,280
140,Rev. Timothy Lovejoy,rev timothy lovejoy,m,6859,553,132
153,Sideshow Bob,sideshow bob,m,6380,525,17
240,Mayor Joe Quimby,mayor joe quimby,m,6121,494,137
5932,Neil Gaiman,neil gaiman,NA,6038,9,1
801,Comic Book Guy,comic book guy,m,5689,460,121
1078,Gary Chalmers,gary chalmers,m,5661,517,98
5014,Ted Nugent,ted nugent,m,5118,8,2
22,Selma Bouvier,selma bouvier,f,4917,564,103
404,Groundskeeper Willie,groundskeeper willie,m,4874,503,163
33,Announcer,announcer,m,4831,384,184
442,Professor Jonathan Frink,professor jonathan frink,m,4776,326,96
18,Barney Gumble,barney gumble,m,4437,558,177
426,Troy McClure,troy mcclure,m,3947,220,27
10,Patty Bouvier,patty bouvier,f,3748,460,106
38,Martin Prince,martin prince,m,3710,387,126
3487,Greta Wolfcastle,greta wolfcastle,NA,3633,21,1
52,Otto Mann,otto mann,m,3577,406,136
699,Sideshow Mel,sideshow mel,m,3350,341,147
3989,Ebenezer Urkel,ebenezer urkel,NA,3340,1,1
1088,Actor,actor,NA,3148,15,9
119,Ralph Wiggum,ralph wiggum,m,3001,468,180
568,Fat Tony,fat tony,m,2973,276,24
91,Lou,lou,m,2702,343,148
144,Jimbo Jones,jimbo jones,m,2599,341,130
817,Kirk Van Houten,kirk van houten,m,2501,236,69
192,Agnes Skinner,agnes skinner,f,2462,258,92
56,Narrator,narrator,m,2402,156,30
1413,Cletus Spuckler,cletus spuckler,m,2321,225,101
2369,Gil Gunderson,gil gunderson,m,2186,154,41
347,Lionel Hutz,lionel hutz,m,2116,159,25
518,Snake Jailbird,snake jailbird,m,1928,231,83
145,Kearney Zzyzwicz,kearney zzyzwicz,m,1807,258,121
1508,The Rich Texan,the rich texan,m,1704,149,38
417,HERB,herb,m,1686,140,2
1114,Rainier Wolfcastle,rainier wolfcastle,m,1575,157,50
464,Miss Hoover,miss hoover,f,1489,154,47
146,DOLPH,dolph,m,1400,194,81
214,Judge Snyder,judge snyder,m,1365,134,43
414,Mona Simpson,mona simpson,f,1331,118,8
335,"Roger Meyers, Jr.",roger meyers jr,m,1291,88,6
1975,Manjula Nahasapeemapetilon,manjula nahasapeemapetilon,f,1233,137,17
3843,Declan Desmond,declan desmond,m,1155,91,4
262,Kang,kang,NA,1142,119,23
308,Maude Flanders,maude flanders,f,1141,127,46
309,Helen Lovejoy,helen lovejoy,f,1129,114,49
351,Blue-Haired Lawyer,blue-haired lawyer,m,1065,91,27
785,Lurleen Lumpkin,lurleen lumpkin,f,1055,92,3
349,Dr. Nick Riviera,dr nick riviera,m,1051,108,31
1435,Luigi,luigi,m,1037,83,38
5,Todd Flanders,todd flanders,m,1024,178,68
3057,Lindsay Naegle,lindsay naegle,f,1021,90,27
96,Dr. Marvin Monroe,dr marvin monroe,m,996,62,12
2277,Duffman,duffman,m,969,89,23
264,Kodos,kodos,NA,963,98,23
4539,Mary,mary,f,951,82,4
570,Louie,louie,m,940,104,25
598,Rabbi Hyman Krustofsky,rabbi hyman krustofsky,m,940,77,10
742,Tour Guide,tour guide,m,906,61,17
273,Jasper Beardly,jasper beardly,m,896,123,66
75,Crowd,crowd,NA,882,197,103
1046,Baseball Announcer,baseball announcer,m,877,44,7
163,Jacques,jacques,m,877,82,2
591,Luann Van Houten,luann van houten,f,875,97,29
311,Man,man,m,853,106,69
43,Dr. J. Loren Pyror,dr j loren pyror,m,849,53,6
2040,Hank Scorpio,hank scorpio,m,845,57,1
465,BERGSTROM,bergstrom,m,843,58,1
124,Salesman,salesman,m,838,65,22
5947,Annie Crawford,annie crawford,f,830,74,2
373,Artie Ziff,artie ziff,m,816,72,4
1452,Old Jewish Man,old jewish man,m,815,83,35
353,Larry,larry,m,803,63,9
118,Woman,woman,f,803,102,58
511,MICHAEL,michael,m,797,81,3
4606,Charles Heathbar,charles heathbar,m,790,46,1
2256,Frank Grimes,frank grimes,m,787,59,2
3498,BUCK,buck,m,782,75,2
1867,Disco Stu,disco stu,m,774,43,27
615,Colonel,colonel,m,773,58,5
1197,George H.W. Bush,george hw bush,m,770,71,4
6190,Dan Gillick,dan gillick,m,766,64,1
6,Dewey Largo,dewey largo,m,757,80,34
121,Rod Flanders,rod flanders,m,753,129,60
39,Kids,kids,NA,751,149,85
276,Singers,singers,NA,731,44,23
2065,Drederick Tatum,drederick tatum,m,719,54,21
238,Marty,marty,m,712,63,23
2304,Armin,armin,m,692,44,1
638,Football Announcer,football announcer,m,691,36,9
2187,Cecil Terwilliger,cecil terwilliger,m,686,50,3
272,TV Announcer,tv announcer,m,680,60,32
370,Principal Dondelinger,principal dondelinger,m,679,50,6
1875,Brandine Del Roy,brandine del roy,f,665,79,43
239,Bill,bill,m,662,57,21
5152,Chazz Busby,chazz busby,m,661,38,4
90,Eddie,eddie,m,615,96,48
218,Director,director,m,601,69,16
5586,Jakob,jakob,m,595,22,1
3853,Julio,julio,m,595,48,13
1751,Producer,producer,m,595,54,7
4405,Tab Spangler,tab spangler,m,592,39,1
183,Manager,manager,m,587,55,18
5848,Raymondo,raymondo,m,581,46,1
111,Bleeding Gums Murphy,bleeding gums murphy,m,577,44,4
222,Arnie Pye,arnie pye,m,575,33,14
567,Executive,executive,m,574,50,17
526,Pilot,pilot,m,572,46,23
478,John,john,m,561,50,2
123,Cowboy Bob,cowboy bob,m,554,28,2
21,Teacher,teacher,m,554,57,12
5625,Shauna Chalmers,shauna chalmers,f,549,54,11
1546,Female Host,female host,NA,547,5,4
1336,Female Executive,female executive,f,544,60,8
3390,Judge Harm,judge harm,f,542,58,7
6127,Lady Gaga,lady gaga,f,529,77,1
5996,Bar Rag,bar rag,NA,526,39,1
5877,Wayne,wayne,m,526,47,1
28,Clerk,clerk,m,522,61,30
2269,Commandant,commandant,m,522,32,4
108,Herman Hermann,herman hermann,m,520,48,8
6720,ELON MUSK,elon musk,m,519,51,1
6500,Diggs,diggs,m,516,41,1
657,HUGH,hugh,m,505,45,2
1653,Jay,jay,m,494,54,2
3503,Zack,zack,m,490,43,3
1239,GOODMAN,goodman,m,481,25,1
5369,Parson,parson,m,471,27,3
6087,Rowan Priddis,rowan priddis,m,469,22,1
3081,Little Vicki,little vicki,f,467,50,1
774,God,god,m,463,56,15
1108,Warden,warden,m,463,43,5
427,Emily,emily,f,462,35,3
237,Nurse,nurse,f,460,58,31
4234,CHLOE,chloe,f,457,46,1
2513,Ray Magini,ray magini,m,455,54,2
356,Akira,akira,m,452,44,6
3350,Hobo,hobo,m,452,37,4
1403,Bill Clinton,bill clinton,m,446,34,12
3076,Eduardo,eduardo,m,446,45,2
5830,Cheech,cheech,m,444,51,1
429,Jack,jack,m,444,44,2
5839,Dr. Zander,dr zander,m,434,38,1
5096,Prof. August,prof august,m,417,39,1
1605,Database,database,NA,412,45,27
5669,Kurt Hardwick,kurt hardwick,NA,411,49,1
1899,HURLBUT,hurlbut,m,405,25,1
436,Guard,guard,m,403,49,27
2675,Wally,wally,m,403,27,1
1337,James Woods,james woods,m,400,22,1
603,D.J.,dj,m,399,25,7
1501,Birch Barlow,birch barlow,m,395,22,3
112,Jacqueline Bouvier,jacqueline bouvier,f,393,44,9
171,Waiter,waiter,m,393,54,17
477,Gloria,gloria,f,389,44,4
2165,SHARY,shary,f,389,37,1
3817,Sara Sloane,sara sloane,f,388,37,1
330,Track Announcer,track announcer,m,388,26,6
2396,Cooder,cooder,m,387,36,1
32,Father,father,m,386,33,13
508,Host,host,m,386,31,13
2303,Sgt. Skinner,sgt skinner,m,386,22,1
256,Karl,karl,m,382,33,1
844,Llewellyn Sinclair,llewellyn sinclair,m,378,27,2
479,Captain,captain,m,365,28,10
1548,Ben,ben,m,364,34,3
645,Becky,becky,f,359,33,4
3266,L.T. Smash,lt smash,m,359,41,2
54,Sherri Mackleberry,sherri mackleberry,f,359,54,33
265,V.O.,vo,NA,356,24,1
1225,RUTH,ruth,f,352,33,1
2405,Glen,glen,m,350,35,2
2113,Dr. Foster,dr foster,m,349,27,2
4577,Coach Krupt,coach krupt,m,347,40,9
187,Gulliver Dark,gulliver dark,m,347,25,10
5641,THE REAL BOB,the real bob,m,346,31,1
1071,ARTIE,artie,m,345,35,2
4204,Eliza,eliza,f,345,33,2
346,Devil,devil,m,343,28,5
6654,PROFESSOR FARNSWORTH,professor farnsworth,m,342,24,1
6326,Rev. Hooper,rev hooper,m,342,21,1
2660,Mrs. Muntz,mrs muntz,f,341,32,15
4439,Father Sean,father sean,m,339,30,1
1270,Mindy,mindy,f,339,39,3
1524,Jessica,jessica,f,338,35,1
6740,KEMI,kemi,f,337,31,1
5824,Walther Hotenhoffer,walther hotenhoffer,m,336,24,1
4,JANEY,janey,f,335,47,27
156,Security Guard,security guard,m,334,40,26
342,Scratchy,scratchy,NA,333,65,30
19,Interviewer,interviewer,m,332,30,5
6623,MOOG,moog,m,332,24,1
44,Ms. Melon,ms melon,f,332,18,1
45,Ethan Foley,ethan foley,m,331,48,2
5012,Dwight,dwight,m,329,39,1
343,Itchy,itchy,NA,328,57,30
3995,Roofi,roofi,m,327,29,3
803,Nigel Bakerbutcher,nigel bakerbutcher,m,325,29,3
55,Terri Mackleberry,terri mackleberry,f,323,54,27
1370,STILLWATER,stillwater,m,322,26,1
3289,Howard K. Duff VIII,howard k duff viii,m,321,30,1
2579,Alec Baldwin,alec baldwin,m,318,33,1
6401,Isabel Gutierrez,isabel gutierrez,f,318,34,1
1911,Chester Lampwick,chester lampwick,m,314,29,3
2630,Mark Hamill,mark hamill,m,314,26,1
223,Radio Announcer,radio announcer,m,314,21,11
2209,Rex Banner,rex banner,m,314,22,1
4987,Colby,colby,m,311,24,1
3377,Pierce Brosnan,pierce brosnan,m,311,36,1
4558,MASON,mason,m,305,30,1
5453,Lyle McCarthy,lyle mccarthy,m,304,27,1
5547,Bob Costas,bob costas,m,303,14,1
433,Farmer,farmer,m,303,30,11
585,Instructor,instructor,m,303,21,6
496,Mrs. Glick,mrs glick,f,302,31,6
5939,Robert Marlowe,robert marlowe,m,301,18,1
1577,Dr. Zweig,dr zweig,f,300,22,1
23,Voice,voice,m,300,42,33
1444,Auctioneer,auctioneer,m,299,36,6
758,Tammy,tammy,f,299,23,2
5228,Patrick,patrick,m,297,28,2
3011,Betty White,betty white,f,296,21,2
4715,Lunchlady Dora,lunchlady dora,f,294,29,12
2430,Renee,renee,f,294,34,1
4386,Bender,bender,m,293,41,2
109,All,all,NA,289,46,20
3922,Frink Senior,frink senior,m,289,19,1
4627,Richard Dean Anderson,richard dean anderson,m,289,21,1
6647,MAXINE LOMBARD,maxine lombard,f,288,32,1
652,Aide,aide,m,287,22,11
5301,Juliet Hobbes,juliet hobbes,f,287,28,1
2973,Brother Faith,brother faith,m,286,25,1
5829,Chong,chong,m,286,28,1
2578,Kim Basinger,kim basinger,f,286,33,1
626,Lunchlady Doris,lunchlady doris,f,284,33,14
5528,Princess Penelope,princess penelope,f,284,28,1
4169,10-Year-Old Homer,10-year-old homer,m,283,37,3
2553,Alex,alex,f,282,32,2
313,British Commentator,british commentator,m,282,12,2
2087,Belle,belle,f,281,24,1
197,Cesar,cesar,m,281,24,2
516,Doctor,doctor,m,281,26,9
3159,Jesse Grass,jesse grass,m,281,30,2
345,Reporter,reporter,m,281,34,20
6297,Ms. Cantwell,ms cantwell,f,280,31,1
3800,George Plimpton,george plimpton,m,278,25,1
5032,Milo,milo,m,278,17,2
1923,Macarthur Parker,macarthur parker,m,276,14,1
3852,Grady,grady,m,273,24,3
4335,Madam Wu,madam wu,f,273,22,1
270,DANIELSON,danielson,m,272,25,1
2710,Saleswoman,saleswoman,f,272,29,7
115,Cashier,cashier,m,270,31,12
669,Horst,horst,m,265,20,1
3677,Mrs. McConnell,mrs mcconnell,f,264,23,1
331,MURDOCK,murdock,m,264,11,1
5252,Alberto,alberto,m,262,18,1
1583,Number One,number one,m,262,16,1
533,BARBARA,barbara,f,261,20,2
1223,Edward,edward,m,261,29,2
191,Krusty Doll,krusty doll,m,261,27,9
4821,Captain Jack,captain jack,m,260,26,1
4116,Gina Vendetti,gina vendetti,f,260,29,2
2947,Jim Hope,jim hope,m,259,17,1
3008,Rachel,rachel,f,259,14,2
120,Stan,stan,m,259,21,5
767,Employee,employee,m,258,28,12
6108,CAIN,cain,m,256,25,1
4704,TABITHA,tabitha,f,256,22,1
3040,Casino Manager,casino manager,m,255,21,2
6606,CAPTAIN BOWDITCH,captain bowditch,m,254,18,1
2580,Ron Howard,ron howard,m,252,31,2
5222,Ron Rabinowitz,ron rabinowitz,m,252,18,3
5734,Fbi Supervisor,fbi supervisor,m,251,28,2
5728,Martha Stewart,martha stewart,f,251,22,1
2940,Meathook,meathook,m,251,27,1
6212,Terence,terence,m,251,24,1
517,Dave,dave,m,250,19,3
3069,Sheriff,sheriff,m,250,21,1
741,Mike Scioscia,mike scioscia,m,249,19,2
1770,Officer Goodman,officer goodman,m,249,17,1
514,Wiseguy,wiseguy,m,249,22,13
1858,Detective,detective,m,248,19,1
2949,Male Executive,male executive,m,248,29,7
3654,Mick Jagger,mick jagger,m,247,26,1
1476,Allison,allison,f,245,23,2
668,Charlie,charlie,m,245,28,10
98,Receptionist,receptionist,f,244,28,12
715,Nick,nick,m,241,23,3
1333,Technician,technician,m,241,27,10
3759,Colt,colt,m,240,31,1
3440,Gabriel,gabriel,m,239,21,1
5786,Dr. Kissingher,dr kissingher,m,234,17,1
1634,Evan Conover,evan conover,m,234,15,1
2859,Lifeways Editor,lifeways editor,m,234,19,1
213,Lawyer,lawyer,m,233,17,8
3838,Stark Richdale,stark richdale,m,233,17,1
5807,Randy Newman,randy newman,m,231,4,1
194,Mother,mother,f,229,28,15
6240,Lloyd,lloyd,m,228,20,1
1876,Evelyn,evelyn,f,227,17,1
4247,Goose Gladwell,goose gladwell,m,227,20,1
4203,Inspector Wiggum,inspector wiggum,m,227,24,1
5653,Simon Cowell,simon cowell,m,227,10,1
1260,Accountant,accountant,m,226,17,5
1868,Agent Johnson,agent johnson,m,226,24,2
2000,D'arcy,darcy,f,226,23,3
659,Bartender,bartender,NA,224,31,14
687,Boy,boy,NA,224,33,16
5846,Ewell Freestone,ewell freestone,NA,223,9,1
2064,LUCIUS,lucius,NA,223,12,1
6576,Booth,booth,NA,222,16,1
314,Announcer #2,announcer 2,NA,221,20,8
2144,Frank Ormand,frank ormand,NA,221,11,1
484,Radioactive Man,radioactive man,NA,221,30,4
2923,ZOO OWNER,zoo owner,NA,221,19,1
6213,T-Rex,t-rex,NA,220,18,1
5380,Jenny,jenny,NA,219,26,2
4651,Bligh,bligh,m,218,20,1
5194,Jim Jarmusch,jim jarmusch,NA,218,14,1
6552,Lucas,lucas,NA,218,25,1
5895,Avatar Bart,avatar bart,NA,217,25,1
2922,Businessman,businessman,NA,217,17,6
267,Dave Shutton,dave shutton,NA,216,21,8
3688,Cookie Kwan,cookie kwan,f,215,27,15
4768,Tom Wolfe,tom wolfe,NA,212,12,1
6486,Yutaka,yutaka,NA,212,22,1
3761,Giuseppe,giuseppe,NA,211,22,2
6556,Adult Jenda,adult jenda,NA,210,17,1
1188,Gary,gary,NA,210,25,4
569,Legs,legs,NA,210,31,14
6541,Antonio,antonio,NA,209,17,1
5581,Michelle Obama,michelle obama,NA,209,13,1
6484,Kumiko,kumiko,NA,208,17,3
1321,Box Executive,box executive,NA,207,13,1
6666,MR. LASSEN,mr lassen,NA,207,27,1
3865,Luke,luke,NA,206,16,1
3564,Stan Lee,stan lee,NA,206,21,2
195,Adil Hoxha,adil hoxha,NA,205,19,1
5378,Maya,maya,NA,205,23,1
2153,Ranger,ranger,NA,205,16,2
6185,RITA,rita,NA,204,19,1
1973,Apu's Mother,apus mother,NA,202,19,2
5233,Denis Leary,denis leary,NA,202,12,1
6386,Rachel Maddow,rachel maddow,NA,202,15,1
416,Attendant,attendant,NA,201,26,17
4757,Recruiter #1,recruiter 1,NA,201,14,1
3106,Ghost Homer,ghost homer,NA,200,26,3
3787,Tony Hawk,tony hawk,NA,199,18,1
4921,Elf Marge,elf marge,NA,198,21,1
572,Jack Larson,jack larson,NA,198,10,2
5351,Tom O'Flanagan,tom oflanagan,NA,198,14,1
6342,Slava,slava,NA,195,18,2
286,P.A. Announcer,pa announcer,NA,194,14,7
2074,Park Ranger,park ranger,NA,194,16,4
704,Bret,bret,NA,193,10,1
5468,Chett,chett,NA,192,20,1
3859,King,king,NA,192,20,2
6454,Deputy Director Gratman,deputy director gratman,NA,191,13,1
555,Girl,girl,NA,191,33,21
2816,Gameshow Host,gameshow host,NA,190,16,1
4460,Caleb Thorn,caleb thorn,NA,189,16,1
2251,Donny,donny,NA,189,29,2
4888,Dr. Swanson,dr swanson,NA,189,20,1
1182,Dean Bobby Peterson,dean bobby peterson,NA,188,14,2
3712,Mitch,mitch,NA,188,13,1
5902,Roz,roz,NA,188,25,1
458,Delivery Man,delivery man,NA,187,17,8
4376,Jenda,jenda,NA,187,18,1
227,Lucille Botzcowski,lucille botzcowski,NA,187,18,1
2224,Mitchell,mitchell,NA,187,22,1
871,Amber Dempsey,amber dempsey,NA,186,25,3
1187,Doug,doug,NA,186,22,5
3963,Grant Connor,grant connor,NA,186,11,1
529,Miss Crowley,miss crowley,NA,186,17,1
488,Dealer,dealer,NA,185,22,5
455,Professor Lombardo,professor lombardo,NA,183,14,1
288,Dan Hoard,dan hoard,NA,182,9,1
289,Vendor,vendor,NA,181,28,12
5595,Delroy,delroy,NA,180,21,1
573,Fbi Agent #1,fbi agent 1,NA,180,19,3
2549,Minister,minister,NA,180,14,8
6255,Portia,portia,NA,180,17,1
5276,Steve Mobbs,steve mobbs,NA,180,19,2
204,Brad,brad,NA,179,13,2
820,Bum,bum,NA,179,13,7
5850,Cregg Demon,cregg demon,NA,179,13,1
5556,Colonel Burns,colonel burns,NA,178,12,1
1626,Don Vitorio,don vitorio,NA,178,14,1
2072,Michael Buffer,michael buffer,NA,178,9,1
5342,Mother Superior,mother superior,NA,177,17,1
2586,Munchie,munchie,NA,177,21,1
608,Waitress,waitress,NA,177,21,12
6395,GRETCHEN,gretchen,NA,176,25,1
6529,KLAUS ZIEGLER,klaus ziegler,NA,176,14,1
1763,Mickey Rooney,mickey rooney,NA,176,9,1
2711,TRENT,trent,NA,176,17,1
1117,Gabbo,gabbo,NA,175,19,3
3433,Richard Gere,richard gere,NA,175,14,1
811,Samantha Stanky,samantha stanky,NA,175,22,1
535,Guide,guide,NA,174,11,6
650,HARV,harv,NA,174,11,1
5798,Herman Millwood,herman millwood,NA,174,13,1
6304,Janet Reno,janet reno,NA,174,17,1
5575,Nikki McKenna,nikki mckenna,NA,174,24,2
2765,Astrid Weller,astrid weller,NA,173,12,1
141,Announcer #1,announcer 1,NA,172,15,4
434,BEA,bea,NA,172,19,1
2089,Bernice Hibbert,bernice hibbert,NA,172,20,13
802,David,david,NA,172,19,2
3026,Dr. Velimirovic,dr velimirovic,NA,172,16,2
4645,Moezekiel,moezekiel,NA,172,13,1
5755,Ms. Juniper,ms juniper,NA,172,10,1
2654,Dennis Conroy,dennis conroy,NA,171,15,1
128,Photographer,photographer,NA,171,22,7
210,Scott Christian,scott christian,NA,171,10,6
3861,David Byrne,david byrne,NA,170,16,2
580,Neil,neil,NA,170,16,2
510,Orderly,orderly,NA,170,24,12
5167,Royce,royce,NA,170,15,1
2585,Seth,seth,NA,170,20,1
164,HELEN,helen,NA,168,11,5
673,Angel,angel,NA,166,20,4
509,Psychiatrist,psychiatrist,NA,166,18,3
1357,Stacy Lovell,stacy lovell,NA,166,16,1
1093,Barry White,barry white,NA,165,11,2
2168,Moderator,moderator,NA,164,10,2
3566,Todd Linux,todd linux,NA,164,16,1
2486,Janitor,janitor,NA,163,12,4
152,Jebediah Springfield,jebediah springfield,NA,163,10,2
618,Townspeople,townspeople,NA,163,36,19
6375,Fat In The Hat,fat in the hat,NA,162,11,1
2874,Lucy Lawless,lucy lawless,NA,162,16,1
77,TOM,tom,NA,162,18,3
2469,Captain Tenille,captain tenille,NA,161,17,1
624,Robot,robot,NA,161,23,11
1713,Shelby,shelby,NA,161,18,1
4303,Alcatraaaz,alcatraaaz,NA,160,11,1
4296,Commissioner,commissioner,NA,158,12,2
1369,Dr. Babcock,dr babcock,NA,158,17,1
24,Little Boy,little boy,NA,158,20,9
62,Foreman,foreman,NA,157,18,9
5445,Mr. Toohey,mr toohey,NA,157,10,1
6610,TRUDY ZENGLER,trudy zengler,NA,157,11,1
534,Worker,worker,NA,157,20,16
3603,Mrs. Bellamy,mrs bellamy,NA,156,15,1
6685,SAMMY HAGAR,sammy hagar,NA,156,3,1
4759,Drill Sergeant,drill sergeant,NA,155,7,2
2805,GARABEDIAN,garabedian,NA,155,8,1
832,Mr. Black,mr black,NA,155,10,1
1183,Professor,professor,NA,155,16,5
6310,Chef Naziwa,chef naziwa,NA,154,18,1
5901,KAMALA,kamala,NA,154,13,1
2633,Leavelle,leavelle,NA,154,10,1
4373,Officer Krackney,officer krackney,NA,154,14,1
5650,Ron Finkelsteinberg,ron finkelsteinberg,NA,154,10,1
5933,Slick Publisher,slick publisher,m,154,11,1
4357,Southern Rv-er,southern rv-er,NA,153,4,1
5640,THE REAL WALT,the real walt,NA,153,15,1
3857,Weird Al,weird al,NA,153,6,2
350,Bailiff,bailiff,NA,151,15,9
5672,Chief Magistrate,chief magistrate,NA,151,12,1
707,Coach,coach,NA,151,22,5
3653,Drunk Homer,drunk homer,NA,151,7,1
1761,Editor,editor,NA,151,8,2
5518,Marshall Goldman,marshall goldman,NA,151,17,1
595,Miss Lois Pennycandy,miss lois pennycandy,NA,151,15,3
760,Prosecutor,prosecutor,NA,151,14,4
1645,Ballet Teacher,ballet teacher,NA,150,9,1
41,Conductor,conductor,NA,150,17,10
4322,Gary Busey,gary busey,NA,149,7,1
113,Newsman,newsman,NA,149,7,3
6042,Paula Paul,paula paul,NA,149,5,1
296,Supervisor,supervisor,NA,149,14,7
5959,Adult Milhouse,adult milhouse,NA,148,11,2
4997,JULIA,julia,NA,148,9,1
4352,Roger,roger,NA,148,16,2
4619,Spanish P.A. Announcer,spanish pa announcer,NA,148,10,1
1586,Stonecutters,stonecutters,NA,148,13,1
4497,Therapist,therapist,NA,148,15,4
1442,Freddy,freddy,NA,147,17,2
4753,Golem,golem,NA,147,9,1
3416,Mesmerino,mesmerino,NA,147,14,1
2254,Zookeeper,zookeeper,NA,147,10,2
1638,Ambassador,ambassador,NA,146,9,2
4799,T.R. Francis,tr francis,NA,146,9,2
6709,INTELLECTUAL ALIEN,intellectual alien,NA,145,12,1
1387,James Taylor,james taylor,NA,145,6,1
4185,Nash Castor,nash castor,m,145,8,2
1489,Engineer,engineer,NA,144,10,5
495,Teller,teller,NA,144,19,8
1238,Diner Owner,diner owner,NA,143,15,2
205,Female Announcer,female announcer,NA,143,15,9
2128,Fox Mulder,fox mulder,NA,143,11,1
4312,HOWELL HUSER,howell huser,NA,143,16,1
5117,The Vamp,the vamp,NA,143,17,1
6728,ALBERT,albert,NA,142,12,1
537,Arnold,arnold,NA,141,14,1
2022,Erin,erin,NA,141,16,1
519,Leon Kompowsky,leon kompowsky,NA,141,8,2
180,Al,al,NA,140,13,4
2129,Dana Scully,dana scully,NA,140,10,1
5131,Sid,sid,NA,140,19,2
6343,Zhenya,zhenya,NA,140,18,1
215,District Attorney,district attorney,NA,139,12,2
4644,FLANDISH,flandish,NA,139,10,1
186,Stage Manager,stage manager,NA,137,15,8
5700,Vampire Dad,vampire dad,NA,137,13,1
876,Bob Hope,bob hope,NA,136,10,3
1549,Trainer,trainer,NA,136,15,5
4616,Dr. Egoyan,dr egoyan,NA,135,11,1
201,Gendarme,gendarme,NA,135,11,2
2404,Jane,jane,NA,135,11,1
142,Radio Announcer #1,radio announcer 1,NA,135,8,1
665,Broker,broker,NA,134,12,2
6729,LANEY FONTAINE,laney fontaine,NA,134,6,1
2754,Pharaoh Skinner,pharaoh skinner,NA,134,13,1
1226,Scientist,scientist,NA,134,12,6
4320,Store Manager,store manager,NA,134,14,3
3576,Tom Brokaw,tom brokaw,NA,134,14,5
66,Tv Announcer #2,tv announcer 2,NA,134,5,4
5420,Alaska Nebraska,alaska nebraska,NA,133,8,1
640,Official,official,NA,133,11,3
2021,Rick,rick,NA,133,15,2
4784,Opal,opal,NA,132,10,3
5882,Viktor,viktor,NA,132,17,1
2721,Elton John,elton john,NA,131,11,1
5130,Nancy,nancy,NA,131,14,1
460,RINGO,ringo,NA,131,7,1
1526,Trucker #2,trucker 2,NA,131,10,2
565,Wife,wife,NA,131,15,10
5487,Bonk It,bonk it,NA,130,8,1
3794,Booberella,booberella,NA,130,9,4
4945,Joe Laboot,joe laboot,NA,130,8,1
3900,Marriage Counselor,marriage counselor,NA,130,10,2
3354,Paul Bunyan,paul bunyan,NA,130,15,1
2772,Ioc Chairman,ioc chairman,NA,129,8,1
6429,Midwestern Dad,midwestern dad,NA,129,13,1
924,Mrs. Powers,mrs powers,NA,129,10,1
4671,Principal Upfoot,principal upfoot,NA,129,8,1
5091,Adriatica Vel Johnson,adriatica vel johnson,NA,128,8,2
1378,BUZZ,buzz,NA,128,16,2
2121,Coyote,coyote,NA,128,11,1
2104,Homer's Recording,homers recording,NA,128,7,1
2213,Magician,magician,NA,128,14,3
3447,MOTHERLOVING,motherloving,NA,128,14,1
5936,Female Marketing Executive,female marketing executive,NA,127,10,1
6248,Jennifer,jennifer,NA,127,13,1
1315,Molloy,molloy,NA,127,10,1
476,Worm Man,worm man,NA,127,8,1
1572,Cliff,cliff,NA,126,7,3
2952,Gary Coleman,gary coleman,NA,126,16,2
3878,H.K. Duff,hk duff,NA,126,11,2
1579,Plumber,plumber,NA,126,11,2
3592,Robert Pinsky,robert pinsky,NA,126,6,1
4438,Sister Thomasina,sister thomasina,NA,126,10,1
2288,Society Matron,society matron,NA,126,9,6
6719,SVEN-GOLLY,sven-golly,NA,126,19,1
298,Capital City Goofball,capital city goofball,NA,125,7,2
4433,Clay,clay,NA,125,14,1
772,Vet,vet,NA,125,11,3
2803,HAWKING,hawking,NA,124,12,1
705,JIMMY,jimmy,NA,124,9,2
1625,Plastic Surgeon,plastic surgeon,NA,124,10,2
2341,Security Salesman,security salesman,NA,124,8,1
1206,Workman,workman,NA,124,14,10
6560,Alien Woman,alien woman,NA,123,11,2
4422,ARCHANGEL,archangel,NA,123,9,1
6003,Le Duc,le duc,NA,123,12,1
1927,Male Co-host,male co-host,NA,123,5,1
2141,Picture Man,picture man,NA,123,4,1
3112,Witch,witch,NA,123,16,2
4349,David Silverman,david silverman,NA,122,2,1
